-1.338017821,-1.138610712,-1.018006778
-0.975326281,-0.769490743,-1.121212218
-0.554299673,-0.652924649,-1.147422174
-0.976219862,-0.998132489,-1.084682977
-1.127449014,-0.657281377,-0.929437321
-0.806532144,-0.317739024,-0.791309761
-1.232633138,-0.84956197,-0.991304496
-1.025554205,-0.71613462,-1.179418846
-1.025977824,-0.25682625,-0.83304799
-1.020596768,-1.395348964,-0.965153265
0.211280866,-0.896169381,-0.735581824
0.079722629,-0.297555097,-1.218246543
-1.183733017,-0.689617019,-0.920691768
-0.73176174,-0.463018167,-0.639475874
-1.000555525,-1.069129484,-0.910476219
0.109932452,-0.215110706,-0.411087771
0.15162322,-0.354702373,-0.527712471
-0.609409907,-0.358199428,-0.821992843
-0.987184157,-0.782032053,-0.614037202
-0.702555018,-0.544587957,-0.623214407
-0.114621727,-0.606765652,-0.862418838
-0.328939621,-0.150080988,-0.542160464
-1.094904957,-0.896904303,-0.473655621
-0.430987145,-0.557372733,-0.284938945
-0.28056074,-1.014985067,-0.319031271
-0.138907945,-0.408426847,-0.837618753
-0.859255979,-0.298516769,-0.366195843
-0.720142107,-0.627671576,-0.225968051
-1.061973596,-0.547901838,-0.527360765
-0.277740876,-0.038591176,-0.572545972
-0.242300072,-0.458022511,-0.3134243
0.0819727,-0.710153329,-0.424110677
-1.414135858,-0.524466159,-0.440464353
-0.448989594,-0.524614018,-0.399741859
0.375174895,-0.157871939,-0.403120738
-0.274358755,-0.350940287,-0.713743143
-0.351396139,0.020147026,-0.489376439
-0.307864408,-0.299415886,-0.164398502
-0.321110382,-0.273209399,-0.228350795
-0.145579879,-0.088215001,-0.056756917
-0.138595507,-0.242004733,-0.638380673
-0.582441035,-0.276341383,0.169732838
0.097375094,-0.204288239,-0.3680505
-0.026636635,0.26101344,-0.02920446
0.066184561,-0.109537084,-0.173571832
-0.51347161,-0.70861169,-0.141672767
0.430309832,-0.4027768,0.192734866
-0.227901301,-0.025295776,-0.01986996
0.109942508,0.396450324,-0.057044077
0.600217989,-0.68161339,-0.467107143
0.305623555,-0.283324686,-0.043507994
-0.675118692,-0.523193337,-0.225998638
0.058785846,0.04272572,-0.016013593
0.167374789,-0.01871786,-0.138445348
0.095567962,0.351688272,0.165696403
-0.299185763,-0.442364801,0.061789316
0.330407448,0.252938334,-0.132392085
0.032606346,0.244959694,0.06278716
0.10673243,0.611522282,0.237789691
0.58774635,0.270784582,0.131487433
0.022177661,0.290674271,0.018639456
0.0149642,0.529977302,0.338881714
-0.031950486,0.267926858,0.331702576
0.372660993,0.010184833,0.11664704
0.187940615,0.270198759,0.259515318
-0.542834654,0.26558283,0.211322708
0.05886361,-0.266970497,0.146896202
0.525466742,-0.02763645,0.186478415
0.333230736,0.470706769,-0.030484175
0.382580114,0.323405572,0.471316295
1.336307903,0.038022879,0.986891481
-0.148522922,0.521939845,0.497141498
0.553953187,0.598557187,0.597530042
-0.055433957,0.751038117,0.764976228
0.086616906,0.550190292,0.260859793
0.494002534,0.726779459,0.393694248
0.063290184,0.897055085,0.14276974
0.548715318,-0.121932263,0.70671725
0.754167566,0.924488061,0.455548303
0.870877636,0.329123914,0.584895344
1.266699838,0.680251675,0.181438028
0.458305365,0.923284633,0.925639374
0.957678771,0.441803479,0.81280037
0.194943171,0.805227118,0.579414624
1.025119324,0.842443951,1.270559207
0.703202765,0.615931289,0.443469758
0.699065961,0.577201826,0.47495768
0.665908923,0.402474792,0.909292016
0.683084384,1.109424976,0.956484821
1.122815876,0.81930293,0.687764763
0.513052233,0.884035751,0.75234103
1.063513341,0.743045455,0.749774032
1.044533456,1.330226845,0.742483958
0.75886932,0.416082814,0.808458611
0.308618177,0.486858401,0.85407375
1.014164913,1.283734541,1.059194037
1.657096579,0.505612914,1.129083316
1.121016673,0.442159387,1.008040398
0.631867419,1.22095004,0.999854634
0.597033943,1.174465504,0.860769294
